AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE
2021;6;11;5;1;0,000065309683;0,000091891795;0,000025686414
2021;6;11;6;1;0,000065685601;0,000094092086;0,000029786984
2021;6;11;7;1;0,000068977276;0,000097595433;0,000037064030
2021;6;11;8;1;0,000079768020;0,000109086549;0,000059982792
2021;6;11;9;1;0,000094647530;0,000142210757;0,000120864993
2021;6;11;10;1;0,000103876319;0,000164846431;0,000192516976
2021;6;11;11;1;0,000110720719;0,000175823106;0,000273613538
2021;6;11;12;1;0,000113752213;0,000181476391;0,000325953657
2021;6;11;13;1;0,000118779692;0,000185118291;0,000274477465
2021;6;11;14;1;0,000127962563;0,000179146135;0,000264130391
2021;6;11;15;1;0,000129147361;0,000161481931;0,000248811106
2021;6;11;16;1;0,000119570251;0,000151345735;0,000226730046
2021;6;11;17;1;0,000114416933;0,000149461648;0,000264141190
2021;6;11;18;1;0,000114573076;0,000148655596;0,000223945423
2021;6;11;19;1;0,000114535337;0,000145668349;0,000198382427
2021;6;11;20;1;0,000114502175;0,000140894431;0,000212194467
2021;6;11;21;1;0,000117018122;0,000134038811;0,000205236765
2021;6;11;22;1;0,000127428531;0,000129663937;0,000208155606
2021;6;11;23;1;0,000133023503;0,000129708439;0,000200354033
2021;6;11;24;1;0,000117720362;0,000119238956;0,000137930646
2021;6;12;1;1;0,000099834777;0,000109301528;0,000111879360
2021;6;12;2;1;0,000085065318;0,000100552790;0,000053535367
2021;6;12;3;1;0,000075284454;0,000096154582;0,000053400680
2021;6;12;4;1;0,000069723825;0,000093764863;0,000042644316
2021;6;12;5;1;0,000067128693;0,000093357104;0,000038731218
2021;6;12;6;1;0,000066451727;0,000093969213;0,000035160570
2021;6;12;7;1;0,000065466382;0,000091334304;0,000027956228
2021;6;12;8;1;0,000067490593;0,000088066306;0,000026607921
2021;6;12;9;1;0,000082702621;0,000100444102;0,000049547761
2021;6;12;10;1;0,000101801817;0,000114153049;0,000089537017
2021;6;12;11;1;0,000114979408;0,000126882167;0,000113163189
2021;6;12;12;1;0,000119348596;0,000132319929;0,000162278231
2021;6;12;13;1;0,000122664487;0,000135795253;0,000162412918
2021;6;12;14;1;0,000130842906;0,000132926525;0,000182630353
2021;6;12;15;1;0,000131021291;0,000124894404;0,000165996462
2021;6;12;16;1;0,000117640452;0,000121199451;0,000159763589
2021;6;12;17;1;0,000109346201;0,000118587556;0,000179817680
2021;6;12;18;1;0,000107197760;0,000118426460;0,000134184450
2021;6;12;19;1;0,000107598285;0,000118710043;0,000147776412
2021;6;12;20;1;0,000108426479;0,000121560468;0,000157104230
2021;6;12;21;1;0,000112028621;0,000123282987;0,000140665205
2021;6;12;22;1;0,000122995806;0,000123931344;0,000186523392
2021;6;12;23;1;0,000129398512;0,000126647755;0,000173142057
2021;6;12;24;1;0,000116389776;0,000117589428;0,000127614858
2021;6;13;1;1;0,000101058026;0,000107035627;0,000105622477
2021;6;13;2;1;0,000086970769;0,000098368264;0,000073208950
2021;6;13;3;1;0,000076977856;0,000093826941;0,000048839679
2021;6;13;4;1;0,000070988057;0,000092074587;0,000041963941
2021;6;13;5;1;0,000067676506;0,000091246768;0,000040745633
2021;6;13;6;1;0,000066421787;0,000091448864;0,000039057429
2021;6;13;7;1;0,000064509190;0,000088181244;0,000025452212
2021;6;13;8;1;0,000064099626;0,000080004215;0,000031343034
2021;6;13;9;1;0,000075946902;0,000085549781;0,000062810544
2021;6;13;10;1;0,000094222715;0,000093125062;0,000054145465
2021;6;13;11;1;0,000110212038;0,000099796477;0,000072911764
2021;6;13;12;1;0,000118270463;0,000105220376;0,000117657742
2021;6;13;13;1;0,000122452199;0,000109616992;0,000138112246
2021;6;13;14;1;0,000129898071;0,000110681370;0,000187351803
2021;6;13;15;1;0,000130439156;0,000108931038;0,000163013651
2021;6;13;16;1;0,000115884508;0,000105445266;0,000164155718
2021;6;13;17;1;0,000107784591;0,000101591979;0,000118656661
2021;6;13;18;1;0,000106143713;0,000098699728;0,000101296939
2021;6;13;19;1;0,000108375579;0,000098448331;0,000128689419
2021;6;13;20;1;0,000111711897;0,000100459562;0,000151270905
2021;6;13;21;1;0,000118922287;0,000103119089;0,000160748190
2021;6;13;22;1;0,000132873094;0,000108602342;0,000171923014
2021;6;13;23;1;0,000137312381;0,000114283359;0,000169564196
2021;6;13;24;1;0,000118923573;0,000106242441;0,000120407103
2021;6;14;1;1;0,000098028052;0,000100980911;0,000076164681
2021;6;14;2;1;0,000082196896;0,000095674761;0,000045909487
2021;6;14;3;1;0,000073108549;0,000093253030;0,000029617361
2021;6;14;4;1;0,000068836058;0,000091776067;0,000017455044
2021;6;14;5;1;0,000066710931;0,000091656303;0,000028708932
2021;6;14;6;1;0,000066908488;0,000094352791;0,000019318612
2021;6;14;7;1;0,000070145301;0,000097921823;0,000033568383
2021;6;14;8;1;0,000080001640;0,000109034388;0,000045332860
2021;6;14;9;1;0,000094383359;0,000143281003;0,000098541993
2021;6;14;10;1;0,000104751831;0,000166360134;0,000190280432
2021;6;14;11;1;0,000112812167;0,000177606531;0,000284455845
2021;6;14;12;1;0,000116513006;0,000182369924;0,000281392314
2021;6;14;13;1;0,000122144365;0,000185738448;0,000257595985
2021;6;14;14;1;0,000132468817;0,000179115934;0,000268434315
2021;6;14;15;1;0,000133861060;0,000163017479;0,000273140751
2021;6;14;16;1;0,000122812406;0,000155905429;0,000245721981
2021;6;14;17;1;0,000116937954;0,000155812573;0,000276513535
2021;6;14;18;1;0,000117301107;0,000157165980;0,000275588999
2021;6;14;19;1;0,000117919893;0,000151260642;0,000245852447
2021;6;14;20;1;0,000120493359;0,000143201376;0,000244129009
2021;6;14;21;1;0,000128987518;0,000133152932;0,000237694303
2021;6;14;22;1;0,000142452866;0,000126391927;0,000274627417
2021;6;14;23;1;0,000144409075;0,000124007519;0,000182247923
2021;6;14;24;1;0,000122141219;0,000113088057;0,000127165558
2021;6;15;1;1;0,000098577732;0,000105125772;0,000095089339
2021;6;15;2;1;0,000082331118;0,000099684532;0,000068987022
2021;6;15;3;1;0,000073237675;0,000096474431;0,000053529796
2021;6;15;4;1;0,000068803823;0,000094893462;0,000035020207
2021;6;15;5;1;0,000066807607;0,000094824143;0,000034389632
2021;6;15;6;1;0,000067248977;0,000097186200;0,000029881836
2021;6;15;7;1;0,000070726819;0,000100831442;0,000028836867
2021;6;15;8;1;0,000081621593;0,000111975424;0,000057172306
2021;6;15;9;1;0,000096603050;0,000145272975;0,000112453450
2021;6;15;10;1;0,000106325972;0,000168134356;0,000192036151
2021;6;15;11;1;0,000113545092;0,000179637721;0,000276361919
2021;6;15;12;1;0,000116631139;0,000184875285;0,000253326566
