AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE;RESERVADO;
2021;06;06;12;1;0.000111513959;0.000097290475;0.000109247848;;
2021;06;06;13;1;0.000115046447;0.000101202806;0.000128240312;;
2021;06;06;14;1;0.000122018527;0.000102177180;0.000173960344;;
2021;06;06;15;1;0.000122094211;0.000100410091;0.000151361825;;
2021;06;06;16;1;0.000108114482;0.000097061416;0.000152422259;;
2021;06;06;17;1;0.000100241748;0.000093389958;0.000110175366;;
2021;06;06;18;1;0.000098512407;0.000090652148;0.000094056476;;
2021;06;06;19;1;0.000100797336;0.000090502210;0.000119491007;;
2021;06;06;20;1;0.000104187978;0.000092459472;0.000140458422;;
2021;06;06;21;1;0.000111572607;0.000095146754;0.000149258293;;
2021;06;06;22;1;0.000125517083;0.000100498253;0.000159634368;;
2021;06;06;23;1;0.000130113561;0.000105896963;0.000157444153;;
2021;06;06;24;1;0.000112389147;0.000098334046;0.000111800691;;
2021;06;07;1;1;0.000093108972;0.000093984843;0.000071006956;;
2021;06;07;2;1;0.000077787536;0.000088907624;0.000042800585;;
2021;06;07;3;1;0.000068977677;0.000086545526;0.000027611731;;
2021;06;07;4;1;0.000065001685;0.000085205502;0.000016273022;;
2021;06;07;5;1;0.000063137095;0.000085175600;0.000026764819;;
2021;06;07;6;1;0.000063295500;0.000087663929;0.000018010393;;
2021;06;07;7;1;0.000066189319;0.000090882558;0.000031295197;;
2021;06;07;8;1;0.000075582206;0.000101248940;0.000042263006;;
2021;06;07;9;1;0.000089662200;0.000133361583;0.000091868919;;
2021;06;07;10;1;0.000099105862;0.000154574176;0.000177395009;;
2021;06;07;11;1;0.000106158418;0.000164647961;0.000265193045;;
2021;06;07;12;1;0.000109350153;0.000168873913;0.000262336970;;
2021;06;07;13;1;0.000114475752;0.000171891238;0.000240152083;;
2021;06;07;14;1;0.000124178958;0.000165776829;0.000250256462;;
2021;06;07;15;1;0.000125242493;0.000150752174;0.000254644187;;
2021;06;07;16;1;0.000114633952;0.000144029885;0.000229082163;;
2021;06;07;17;1;0.000109002526;0.000143860752;0.000257788573;;
2021;06;07;18;1;0.000109578355;0.000145244158;0.000256926645;;
2021;06;07;19;1;0.000110659479;0.000140059638;0.000229203794;;
2021;06;07;20;1;0.000113303618;0.000132711387;0.000227597064;;
2021;06;07;21;1;0.000121441853;0.000123464370;0.000221598105;;
2021;06;07;22;1;0.000134892478;0.000117482188;0.000256030179;;
2021;06;07;23;1;0.000137139269;0.000115408962;0.000169906446;;
2021;06;07;24;1;0.000115852903;0.000105191788;0.000118554153;;
2021;06;08;1;1;0.000094546541;0.000099339512;0.000090030393;;
2021;06;08;2;1;0.000078802647;0.000094115342;0.000065316772;;
2021;06;08;3;1;0.000070074806;0.000091070931;0.000050681902;;
2021;06;08;4;1;0.000065948171;0.000089645286;0.000033157060;;
2021;06;08;5;1;0.000064081352;0.000089607175;0.000032560033;;
2021;06;08;6;1;0.000064496314;0.000091833587;0.000028292061;;
2021;06;08;7;1;0.000067722098;0.000095212846;0.000027302687;;
2021;06;08;8;1;0.000078173546;0.000105747536;0.000054130624;;
2021;06;08;9;1;0.000092468842;0.000137159681;0.000106470698;;
2021;06;08;10;1;0.000101117945;0.000158308515;0.000181819437;;
2021;06;08;11;1;0.000107752629;0.000168986590;0.000261658904;;
2021;06;08;12;1;0.000110758738;0.000173965389;0.000239849077;;
2021;06;08;13;1;0.000116212282;0.000177628267;0.000241388163;;
2021;06;08;14;1;0.000125751209;0.000171435819;0.000245674742;;
2021;06;08;15;1;0.000126166377;0.000155871275;0.000247066033;;
2021;06;08;16;1;0.000115774247;0.000149012782;0.000273850375;;
2021;06;08;17;1;0.000110790952;0.000148861755;0.000271016225;;
2021;06;08;18;1;0.000111428648;0.000149468899;0.000255113935;;
2021;06;08;19;1;0.000112584362;0.000144990161;0.000264783859;;
2021;06;08;20;1;0.000114570548;0.000137929001;0.000244713545;;
2021;06;08;21;1;0.000121698736;0.000128586387;0.000258990092;;
2021;06;08;22;1;0.000134129975;0.000122263787;0.000224978693;;
2021;06;08;23;1;0.000136970672;0.000119954673;0.000177462150;;
2021;06;08;24;1;0.000116855575;0.000109014152;0.000126523999;;
2021;06;09;1;1;0.000095896274;0.000100943118;0.000091291208;;
2021;06;09;2;1;0.000080079055;0.000095711987;0.000066231490;;
2021;06;09;3;1;0.000071194066;0.000092606677;0.000051391668;;
2021;06;09;4;1;0.000066843368;0.000091065141;0.000033621403;;
2021;06;09;5;1;0.000064935780;0.000091017149;0.000033016015;;
2021;06;09;6;1;0.000065414318;0.000093313526;0.000028688273;;
2021;06;09;7;1;0.000068508759;0.000096641380;0.000027685043;;
2021;06;09;8;1;0.000078919343;0.000107240571;0.000054888687;;
2021;06;09;9;1;0.000093193953;0.000138996919;0.000107961748;;
2021;06;09;10;1;0.000102100726;0.000160556221;0.000184365696;;
2021;06;09;11;1;0.000108976791;0.000171503740;0.000265323261;;
2021;06;09;12;1;0.000112159566;0.000176651598;0.000243208003;;
2021;06;09;13;1;0.000117545829;0.000180282684;0.000244768642;;
2021;06;09;14;1;0.000127276831;0.000174045567;0.000249115252;;
2021;06;09;15;1;0.000127696687;0.000158243946;0.000250526027;;
2021;06;09;16;1;0.000117293996;0.000151344510;0.000277685466;;
2021;06;09;17;1;0.000112150756;0.000151136889;0.000274811625;;
2021;06;09;18;1;0.000112850465;0.000151784366;0.000258686635;;
2021;06;09;19;1;0.000113688670;0.000147053637;0.000268491979;;
2021;06;09;20;1;0.000115873525;0.000139984025;0.000248140594;;
2021;06;09;21;1;0.000122967293;0.000130450172;0.000262617075;;
2021;06;09;22;1;0.000135559680;0.000124048223;0.000228129369;;
2021;06;09;23;1;0.000138631347;0.000121780393;0.000179947388;;
2021;06;09;24;1;0.000118167278;0.000110631382;0.000128295883;;
2021;06;10;1;1;0.000096764287;0.000102199470;0.000092392298;;
2021;06;10;2;1;0.000080576225;0.000096786450;0.000067030327;;
2021;06;10;3;1;0.000071846864;0.000093764094;0.000052011518;;
2021;06;10;4;1;0.000067551870;0.000092258989;0.000034026920;;
2021;06;10;5;1;0.000065667917;0.000092236561;0.000033414230;;
2021;06;10;6;1;0.000066042806;0.000094497467;0.000029034290;;
2021;06;10;7;1;0.000069340243;0.000097971302;0.000028018960;;
2021;06;10;8;1;0.000079804514;0.000108674547;0.000055550715;;
2021;06;10;9;1;0.000094180029;0.000140817976;0.000109263906;;
2021;06;10;10;1;0.000103177868;0.000162657580;0.000186589384;;
2021;06;10;11;1;0.000109880819;0.000173584581;0.000268523401;;
2021;06;10;12;1;0.000113061745;0.000178775994;0.000246141404;;
2021;06;10;13;1;0.000118563691;0.000182497593;0.000247720867;;
2021;06;10;14;1;0.000128306716;0.000176141449;0.000252119902;;
2021;06;10;15;1;0.000129216131;0.000160406361;0.000253547693;;
2021;06;10;16;1;0.000118924020;0.000153541731;0.000281034710;;
2021;06;10;17;1;0.000113711101;0.000153332037;0.000278126207;;
2021;06;10;18;1;0.000114493013;0.000154030688;0.000261806728;;
2021;06;10;19;1;0.000115223606;0.000149163176;0.000271730338;;
2021;06;10;20;1;0.000117270204;0.000141905900;0.000251133488;;
2021;06;10;21;1;0.000124107352;0.000132086524;0.000265784574;;
2021;06;10;22;1;0.000136735271;0.000125572633;0.000230880902;;
2021;06;10;23;1;0.000139702333;0.000123226939;0.000182117785;;
2021;06;10;24;1;0.000119143049;0.000111970974;0.000129843296;;
2021;06;11;1;1;0.000097451988;0.000103453473;0.000108868744;;
2021;06;11;2;1;0.000081769759;0.000097145295;0.000067631635;;
2021;06;11;3;1;0.000072098098;0.000093816927;0.000051702973;;
2021;06;11;4;1;0.000067434848;0.000091960347;0.000030979513;;
2021;06;11;5;1;0.000065309683;0.000091891795;0.000025686414;;
2021;06;11;6;1;0.000065685601;0.000094092086;0.000029786984;;
2021;06;11;7;1;0.000068977276;0.000097595433;0.000037064030;;
2021;06;11;8;1;0.000079768020;0.000109086549;0.000059982792;;
2021;06;11;9;1;0.000094647530;0.000142210757;0.000120864993;;
2021;06;11;10;1;0.000103876319;0.000164846431;0.000192516976;;
2021;06;11;11;1;0.000110720719;0.000175823106;0.000273613538;;
2021;06;11;12;1;0.000113752213;0.000181476391;0.000325953657;;
2021;06;11;13;1;0.000118779692;0.000185118291;0.000274477465;;
2021;06;11;14;1;0.000127962563;0.000179146135;0.000264130391;;
2021;06;11;15;1;0.000129147361;0.000161481931;0.000248811106;;
2021;06;11;16;1;0.000119570251;0.000151345735;0.000226730046;;
2021;06;11;17;1;0.000114416933;0.000149461648;0.000264141190;;
2021;06;11;18;1;0.000114573076;0.000148655596;0.000223945423;;
2021;06;11;19;1;0.000114535337;0.000145668349;0.000198382427;;
2021;06;11;20;1;0.000114502175;0.000140894431;0.000212194467;;
2021;06;11;21;1;0.000117018122;0.000134038811;0.000205236765;;
2021;06;11;22;1;0.000127428531;0.000129663937;0.000208155606;;
2021;06;11;23;1;0.000133023503;0.000129708439;0.000200354033;;
2021;06;11;24;1;0.000117720362;0.000119238956;0.000137930646;;
2021;06;12;1;1;0.000099834777;0.000109301528;0.000111879360;;
2021;06;12;2;1;0.000085065318;0.000100552790;0.000053535367;;
2021;06;12;3;1;0.000075284454;0.000096154582;0.000053400680;;
2021;06;12;4;1;0.000069723825;0.000093764863;0.000042644316;;
2021;06;12;5;1;0.000067128693;0.000093357104;0.000038731218;;
2021;06;12;6;1;0.000066451727;0.000093969213;0.000035160570;;
2021;06;12;7;1;0.000065466382;0.000091334304;0.000027956228;;
2021;06;12;8;1;0.000067490593;0.000088066306;0.000026607921;;
2021;06;12;9;1;0.000082702621;0.000100444102;0.000049547761;;
2021;06;12;10;1;0.000101801817;0.000114153049;0.000089537017;;
2021;06;12;11;1;0.000114979408;0.000126882167;0.000113163189;;
2021;06;12;12;1;0.000119348596;0.000132319929;0.000162278231;;
2021;06;12;13;1;0.000122664487;0.000135795253;0.000162412918;;
2021;06;12;14;1;0.000130842906;0.000132926525;0.000182630353;;
2021;06;12;15;1;0.000131021291;0.000124894404;0.000165996462;;
2021;06;12;16;1;0.000117640452;0.000121199451;0.000159763589;;
2021;06;12;17;1;0.000109346201;0.000118587556;0.000179817680;;
2021;06;12;18;1;0.000107197760;0.000118426460;0.000134184450;;
2021;06;12;19;1;0.000107598285;0.000118710043;0.000147776412;;
2021;06;12;20;1;0.000108426479;0.000121560468;0.000157104230;;
2021;06;12;21;1;0.000112028621;0.000123282987;0.000140665205;;
2021;06;12;22;1;0.000122995806;0.000123931344;0.000186523392;;
2021;06;12;23;1;0.000129398512;0.000126647755;0.000173142057;;
2021;06;12;24;1;0.000116389776;0.000117589428;0.000127614858;;
2021;06;13;1;1;0.000101058026;0.000107035627;0.000105622477;;
2021;06;13;2;1;0.000086970769;0.000098368264;0.000073208950;;
2021;06;13;3;1;0.000076977856;0.000093826941;0.000048839679;;
2021;06;13;4;1;0.000070988057;0.000092074587;0.000041963941;;
2021;06;13;5;1;0.000067676506;0.000091246768;0.000040745633;;
2021;06;13;6;1;0.000066421787;0.000091448864;0.000039057429;;
2021;06;13;7;1;0.000064509190;0.000088181244;0.000025452212;;
2021;06;13;8;1;0.000064099626;0.000080004215;0.000031343034;;
2021;06;13;9;1;0.000075946902;0.000085549781;0.000062810544;;
2021;06;13;10;1;0.000094222715;0.000093125062;0.000054145465;;
2021;06;13;11;1;0.000110212038;0.000099796477;0.000072911764;;
2021;06;13;12;1;0.000118270463;0.000105220376;0.000117657742;;
2021;06;13;13;1;0.000122452199;0.000109616992;0.000138112246;;
2021;06;13;14;1;0.000129898071;0.000110681370;0.000187351803;;
2021;06;13;15;1;0.000130439156;0.000108931038;0.000163013651;;
2021;06;13;16;1;0.000115884508;0.000105445266;0.000164155718;;
2021;06;13;17;1;0.000107784591;0.000101591979;0.000118656661;;
2021;06;13;18;1;0.000106143713;0.000098699728;0.000101296939;;
2021;06;13;19;1;0.000108375579;0.000098448331;0.000128689419;;
2021;06;13;20;1;0.000111711897;0.000100459562;0.000151270905;;
2021;06;13;21;1;0.000118922287;0.000103119089;0.000160748190;;
2021;06;13;22;1;0.000132873094;0.000108602342;0.000171923014;;
2021;06;13;23;1;0.000137312381;0.000114283359;0.000169564196;;
2021;06;13;24;1;0.000118923573;0.000106242441;0.000120407103;;
2021;06;14;1;1;0.000098028052;0.000100980911;0.000076164681;;
2021;06;14;2;1;0.000082196896;0.000095674761;0.000045909487;;
2021;06;14;3;1;0.000073108549;0.000093253030;0.000029617361;;
2021;06;14;4;1;0.000068836058;0.000091776067;0.000017455044;;
2021;06;14;5;1;0.000066710931;0.000091656303;0.000028708932;;
2021;06;14;6;1;0.000066908488;0.000094352791;0.000019318612;;
2021;06;14;7;1;0.000070145301;0.000097921823;0.000033568383;;
2021;06;14;8;1;0.000080001640;0.000109034388;0.000045332860;;
2021;06;14;9;1;0.000094383359;0.000143281003;0.000098541993;;
2021;06;14;10;1;0.000104751831;0.000166360134;0.000190280432;;
2021;06;14;11;1;0.000112812167;0.000177606531;0.000284455845;;
2021;06;14;12;1;0.000116513006;0.000182369924;0.000281392314;;
2021;06;14;13;1;0.000122144365;0.000185738448;0.000257595985;;
2021;06;14;14;1;0.000132468817;0.000179115934;0.000268434315;;
2021;06;14;15;1;0.000133861060;0.000163017479;0.000273140751;;
2021;06;14;16;1;0.000122812406;0.000155905429;0.000245721981;;
2021;06;14;17;1;0.000116937954;0.000155812573;0.000276513535;;
2021;06;14;18;1;0.000117301107;0.000157165980;0.000275588999;;
2021;06;14;19;1;0.000117919893;0.000151260642;0.000245852447;;
2021;06;14;20;1;0.000120493359;0.000143201376;0.000244129009;;
2021;06;14;21;1;0.000128987518;0.000133152932;0.000237694303;;
2021;06;14;22;1;0.000142452866;0.000126391927;0.000274627417;;
2021;06;14;23;1;0.000144409075;0.000124007519;0.000182247923;;
2021;06;14;24;1;0.000122141219;0.000113088057;0.000127165558;;
2021;06;15;1;1;0.000098577732;0.000105125772;0.000095089339;;
2021;06;15;2;1;0.000082331118;0.000099684532;0.000068987022;;
2021;06;15;3;1;0.000073237675;0.000096474431;0.000053529796;;
2021;06;15;4;1;0.000068803823;0.000094893462;0.000035020207;;
2021;06;15;5;1;0.000066807607;0.000094824143;0.000034389632;;
2021;06;15;6;1;0.000067248977;0.000097186200;0.000029881836;;
2021;06;15;7;1;0.000070726819;0.000100831442;0.000028836867;;
2021;06;15;8;1;0.000081621593;0.000111975424;0.000057172306;;
2021;06;15;9;1;0.000096603050;0.000145272975;0.000112453450;;
2021;06;15;10;1;0.000106325972;0.000168134356;0.000192036151;;
2021;06;15;11;1;0.000113545092;0.000179637721;0.000276361919;;
2021;06;15;12;1;0.000116631139;0.000184875285;0.000253326566;;
2021;06;15;13;1;0.000122124119;0.000188605149;0.000254952135;;
2021;06;15;14;1;0.000132183735;0.000182051346;0.000259479583;;
2021;06;15;15;1;0.000132500968;0.000165460401;0.000260949053;;
2021;06;15;16;1;0.000121919399;0.000158364085;0.000289238449;;
2021;06;15;17;1;0.000116803700;0.000158280080;0.000286245043;;
2021;06;15;18;1;0.000117257322;0.000158799351;0.000269449180;;
2021;06;15;19;1;0.000118402689;0.000154001431;0.000279662471;;
2021;06;15;20;1;0.000120143044;0.000146320819;0.000258464375;;
2021;06;15;21;1;0.000127284094;0.000136258000;0.000273543143;;
2021;06;15;22;1;0.000140178673;0.000129516185;0.000237620591;;
2021;06;15;23;1;0.000142523618;0.000126832912;0.000187434021;;
2021;06;15;24;1;0.000121645196;0.000115286737;0.000133633577;;
2021;06;16;1;1;0.000098516273;0.000104372313;0.000094189280;;
2021;06;16;2;1;0.000082085202;0.000098869929;0.000068334031;;
2021;06;16;3;1;0.000073209978;0.000095792257;0.000053023115;;
2021;06;16;4;1;0.000068711821;0.000094183475;0.000034688726;;
2021;06;16;5;1;0.000066724172;0.000094117784;0.000034064120;;
2021;06;16;6;1;0.000067208337;0.000096487806;0.000029598992;;
2021;06;16;7;1;0.000070774611;0.000100161314;0.000028563914;;
2021;06;16;8;1;0.000081555457;0.000111162141;0.000056631147;;
2021;06;16;9;1;0.000096385975;0.000144129809;0.000111389032;;
2021;06;16;10;1;0.000105782426;0.000166607594;0.000190218450;;
2021;06;16;11;1;0.000112776907;0.000177880874;0.000273746041;;
2021;06;16;12;1;0.000115820852;0.000183052951;0.000250928726;;
2021;06;16;13;1;0.000121034928;0.000186588808;0.000252538908;;
2021;06;16;14;1;0.000130860485;0.000180020461;0.000257023503;;
2021;06;16;15;1;0.000131221150;0.000163638775;0.000258479064;;
2021;06;16;16;1;0.000120648753;0.000156569057;0.000286500688;;
2021;06;16;17;1;0.000115499646;0.000156435789;0.000283535617;;
2021;06;16;18;1;0.000116058404;0.000157012735;0.000266898733;;
2021;06;16;19;1;0.000116857047;0.000152083861;0.000277015351;;
2021;06;16;20;1;0.000118575306;0.000144499884;0.000256017904;;
2021;06;16;21;1;0.000125717300;0.000134605467;0.000270953945;;
2021;06;16;22;1;0.000138205799;0.000127848878;0.000235371415;;
2021;06;16;23;1;0.000140686915;0.000125262917;0.000185659881;;
2021;06;16;24;1;0.000119773490;0.000113737951;0.000132368681;;
2021;06;17;1;1;0.000096353676;0.000100848773;0.000090951496;;
2021;06;17;2;1;0.000080413924;0.000095598487;0.000065985030;;
2021;06;17;3;1;0.000071612240;0.000092562814;0.000051200430;;
2021;06;17;4;1;0.000067318497;0.000091069168;0.000033496291;;
2021;06;17;5;1;0.000065345146;0.000090989587;0.000032893156;;
2021;06;17;6;1;0.000065794596;0.000093264937;0.000028581518;;
2021;06;17;7;1;0.000069033239;0.000096665562;0.000027582022;;
2021;06;17;8;1;0.000079504256;0.000107257301;0.000054684436;;
2021;06;17;9;1;0.000094130057;0.000139173017;0.000107560003;;
2021;06;17;10;1;0.000103201975;0.000160807750;0.000183679637;;
2021;06;17;11;1;0.000109745125;0.000171501904;0.000264335943;;
2021;06;17;12;1;0.000112635170;0.000176440448;0.000242302980;;
2021;06;17;13;1;0.000117583584;0.000179769320;0.000243857812;;
2021;06;17;14;1;0.000126566033;0.000173114896;0.000248188248;;
2021;06;17;15;1;0.000126017172;0.000156887474;0.000249593773;;
2021;06;17;16;1;0.000115824483;0.000150087668;0.000276652147;;
2021;06;17;17;1;0.000110373695;0.000149668972;0.000273789000;;
2021;06;17;18;1;0.000111059081;0.000150307783;0.000257724014;;
2021;06;17;19;1;0.000112338826;0.000145875040;0.000267492870;;
2021;06;17;20;1;0.000114413322;0.000138818472;0.000247217216;;
2021;06;17;21;1;0.000121879673;0.000129572147;0.000261639827;;
2021;06;17;22;1;0.000134571690;0.000123295217;0.000227280456;;
