AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE;RESERVADO;
2021;07;02;19;1;0.000128039697;0.000139969839;0.000104144424;;
2021;07;02;20;1;0.000125555762;0.000136001934;0.000099024025;;
2021;07;02;21;1;0.000124016982;0.000129359389;0.000088287756;;
2021;07;02;22;1;0.000129746988;0.000125431261;0.000126397755;;
2021;07;02;23;1;0.000135652382;0.000123632578;0.000102033678;;
2021;07;02;24;1;0.000123002112;0.000113666775;0.000098281583;;
2021;07;03;1;1;0.000108898221;0.000105504025;0.000076016269;;
2021;07;03;2;1;0.000094207152;0.000096104866;0.000049678427;;
2021;07;03;3;1;0.000083738867;0.000090053420;0.000030500373;;
2021;07;03;4;1;0.000077402252;0.000087395272;0.000017207175;;
2021;07;03;5;1;0.000073668564;0.000086177586;0.000020289232;;
2021;07;03;6;1;0.000072157130;0.000086694316;0.000027117128;;
2021;07;03;7;1;0.000071367633;0.000087199101;0.000030358551;;
2021;07;03;8;1;0.000070684278;0.000082880895;0.000012592863;;
2021;07;03;9;1;0.000082151419;0.000094446121;0.000018099042;;
2021;07;03;10;1;0.000098617998;0.000109904734;0.000032262175;;
2021;07;03;11;1;0.000112168853;0.000123359629;0.000045827318;;
2021;07;03;12;1;0.000118335159;0.000128368895;0.000052962250;;
2021;07;03;13;1;0.000123020697;0.000132044883;0.000060643999;;
2021;07;03;14;1;0.000131807338;0.000131062435;0.000080534084;;
2021;07;03;15;1;0.000135600908;0.000124117014;0.000095732367;;
2021;07;03;16;1;0.000127777360;0.000120114153;0.000083624913;;
2021;07;03;17;1;0.000121623693;0.000117483941;0.000073478104;;
2021;07;03;18;1;0.000119602438;0.000116228894;0.000060174672;;
2021;07;03;19;1;0.000119119997;0.000116828400;0.000060894014;;
2021;07;03;20;1;0.000118099746;0.000119721889;0.000070403358;;
2021;07;03;21;1;0.000118270583;0.000121421579;0.000084013826;;
2021;07;03;22;1;0.000126392830;0.000123147256;0.000092226308;;
2021;07;03;23;1;0.000133911315;0.000124893452;0.000083940722;;
2021;07;03;24;1;0.000122657097;0.000115590135;0.000063063735;;
2021;07;04;1;1;0.000108970924;0.000107599511;0.000058516956;;
2021;07;04;2;1;0.000095715188;0.000097641081;0.000034988645;;
2021;07;04;3;1;0.000085516056;0.000091558326;0.000037123032;;
2021;07;04;4;1;0.000078840195;0.000088539808;0.000016607892;;
2021;07;04;5;1;0.000074977930;0.000087545719;0.000022865051;;
2021;07;04;6;1;0.000072971362;0.000087792522;0.000034698035;;
2021;07;04;7;1;0.000071308085;0.000086317266;0.000024927133;;
2021;07;04;8;1;0.000068967344;0.000078011043;0.000014378953;;
2021;07;04;9;1;0.000078313303;0.000083932474;0.000023481034;;
2021;07;04;10;1;0.000093357807;0.000092316305;0.000041547539;;
2021;07;04;11;1;0.000107529699;0.000100837274;0.000032680449;;
2021;07;04;12;1;0.000115721482;0.000105624946;0.000056564722;;
2021;07;04;13;1;0.000120824024;0.000110257720;0.000064009351;;
2021;07;04;14;1;0.000128707716;0.000112301953;0.000077708359;;
2021;07;04;15;1;0.000132890077;0.000110706000;0.000074417093;;
2021;07;04;16;1;0.000124927931;0.000107907980;0.000079192001;;
2021;07;04;17;1;0.000119630532;0.000104251426;0.000065502727;;
2021;07;04;18;1;0.000118042449;0.000100993373;0.000061414716;;
2021;07;04;19;1;0.000119023105;0.000100820858;0.000080931491;;
2021;07;04;20;1;0.000120345732;0.000103420455;0.000059504196;;
2021;07;04;21;1;0.000123876795;0.000105630229;0.000071791867;;
2021;07;04;22;1;0.000134966505;0.000111425312;0.000071634743;;
2021;07;04;23;1;0.000143988020;0.000115923541;0.000077317634;;
2021;07;04;24;1;0.000129934964;0.000106674855;0.000056810837;;
2021;07;05;1;1;0.000109330651;0.000095490754;0.000046775888;;
2021;07;05;2;1;0.000091939119;0.000088683641;0.000031866897;;
2021;07;05;3;1;0.000081497854;0.000084726244;0.000024017838;;
2021;07;05;4;1;0.000076025646;0.000083103324;0.000018441515;;
2021;07;05;5;1;0.000072876916;0.000082786763;0.000014307874;;
2021;07;05;6;1;0.000071977759;0.000084859235;0.000031568896;;
2021;07;05;7;1;0.000074301524;0.000091636258;0.000022126237;;
2021;07;05;8;1;0.000079066585;0.000102323225;0.000030793839;;
2021;07;05;9;1;0.000091054516;0.000136188130;0.000085182176;;
2021;07;05;10;1;0.000103310756;0.000157556165;0.000148757377;;
2021;07;05;11;1;0.000113206403;0.000171085726;0.000204167614;;
2021;07;05;12;1;0.000118251199;0.000176320947;0.000205780399;;
2021;07;05;13;1;0.000124519281;0.000180490122;0.000171281375;;
2021;07;05;14;1;0.000135331505;0.000177081161;0.000136722239;;
2021;07;05;15;1;0.000140716633;0.000161526316;0.000156851999;;
2021;07;05;16;1;0.000135108450;0.000153454402;0.000160522652;;
2021;07;05;17;1;0.000131586427;0.000152440413;0.000170650841;;
2021;07;05;18;1;0.000132077200;0.000153381658;0.000154831221;;
2021;07;05;19;1;0.000131428424;0.000148725685;0.000155275025;;
2021;07;05;20;1;0.000129804205;0.000141128436;0.000143759150;;
2021;07;05;21;1;0.000131500003;0.000131265911;0.000164547581;;
2021;07;05;22;1;0.000142098936;0.000124846978;0.000157106515;;
2021;07;05;23;1;0.000149154807;0.000121036074;0.000120885992;;
2021;07;05;24;1;0.000130970979;0.000108725105;0.000085680975;;
2021;07;06;1;1;0.000108602283;0.000097250450;0.000064245676;;
2021;07;06;2;1;0.000091500241;0.000090234730;0.000039688635;;
2021;07;06;3;1;0.000081367707;0.000086218406;0.000035177292;;
2021;07;06;4;1;0.000076071607;0.000084279155;0.000023844978;;
2021;07;06;5;1;0.000072860782;0.000083729973;0.000019735436;;
2021;07;06;6;1;0.000071959058;0.000085755870;0.000021651938;;
2021;07;06;7;1;0.000074347387;0.000092012186;0.000026480288;;
2021;07;06;8;1;0.000079360514;0.000102075081;0.000038321839;;
2021;07;06;9;1;0.000091262161;0.000133473260;0.000076364248;;
2021;07;06;10;1;0.000103121439;0.000154604202;0.000136721517;;
2021;07;06;11;1;0.000112415839;0.000167305777;0.000187915905;;
2021;07;06;12;1;0.000117167192;0.000173419855;0.000188434777;;
2021;07;06;13;1;0.000123394779;0.000177747075;0.000151043728;;
2021;07;06;14;1;0.000133656571;0.000174626510;0.000169171481;;
2021;07;06;15;1;0.000137904743;0.000160176163;0.000177005144;;
2021;07;06;16;1;0.000132362249;0.000152062976;0.000163508696;;
2021;07;06;17;1;0.000128862599;0.000151159631;0.000173595622;;
2021;07;06;18;1;0.000129083313;0.000151363856;0.000142339015;;
2021;07;06;19;1;0.000128279203;0.000146504309;0.000140486590;;
2021;07;06;20;1;0.000126949529;0.000139369740;0.000139049936;;
2021;07;06;21;1;0.000128920223;0.000130610314;0.000138585505;;
2021;07;06;22;1;0.000137983392;0.000124241186;0.000156282551;;
2021;07;06;23;1;0.000144173962;0.000120542662;0.000128144956;;
2021;07;06;24;1;0.000128877370;0.000109067917;0.000102301093;;
2021;07;07;1;1;0.000106735125;0.000094262987;0.000062144456;;
2021;07;07;2;1;0.000089745828;0.000087386668;0.000038390577;;
2021;07;07;3;1;0.000079671631;0.000083435306;0.000034026783;;
2021;07;07;4;1;0.000074325115;0.000081482800;0.000023065104;;
2021;07;07;5;1;0.000071291337;0.000081001870;0.000019089969;;
2021;07;07;6;1;0.000070570626;0.000083042540;0.000020943789;;
2021;07;07;7;1;0.000072843258;0.000089064564;0.000025614223;;
2021;07;07;8;1;0.000077861345;0.000098862616;0.000037068484;;
2021;07;07;9;1;0.000089382680;0.000129174901;0.000073866677;;
2021;07;07;10;1;0.000100685027;0.000149427303;0.000132249900;;
2021;07;07;11;1;0.000109496613;0.000161538782;0.000181769924;;
2021;07;07;12;1;0.000113703235;0.000167180137;0.000182271825;;
2021;07;07;13;1;0.000119477451;0.000171188690;0.000146103689;;
2021;07;07;14;1;0.000128905773;0.000167902985;0.000163638555;;
2021;07;07;15;1;0.000133037881;0.000154024501;0.000171216010;;
2021;07;07;16;1;0.000127701852;0.000146229309;0.000158160977;;
2021;07;07;17;1;0.000124080773;0.000145241416;0.000167918000;;
2021;07;07;18;1;0.000124292896;0.000145438088;0.000137683672;;
2021;07;07;19;1;0.000123460420;0.000140742688;0.000135891832;;
2021;07;07;20;1;0.000122569416;0.000134067124;0.000134502166;;
2021;07;07;21;1;0.000124701115;0.000125737287;0.000134052925;;
2021;07;07;22;1;0.000134410556;0.000119962344;0.000151171170;;
2021;07;07;23;1;0.000141784898;0.000116863537;0.000123953845;;
2021;07;07;24;1;0.000125877296;0.000105432173;0.000098955232;;
2021;07;08;1;1;0.000105154310;0.000093058362;0.000061574745;;
2021;07;08;2;1;0.000088766695;0.000086417098;0.000038038631;;
2021;07;08;3;1;0.000078811753;0.000082514030;0.000033714842;;
2021;07;08;4;1;0.000073489298;0.000080567340;0.000022853654;;
2021;07;08;5;1;0.000070677623;0.000080183605;0.000018914961;;
2021;07;08;6;1;0.000069791710;0.000082117372;0.000020751786;;
2021;07;08;7;1;0.000071969495;0.000088035811;0.000025379404;;
2021;07;08;8;1;0.000076884951;0.000097697699;0.000036728658;;
2021;07;08;9;1;0.000088302362;0.000127678954;0.000073189503;;
2021;07;08;10;1;0.000099175759;0.000147513810;0.000131037496;;
2021;07;08;11;1;0.000107712058;0.000159381794;0.000180103544;;
2021;07;08;12;1;0.000112205185;0.000165169562;0.000180600844;;
2021;07;08;13;1;0.000118199415;0.000169309169;0.000144764280;;
2021;07;08;14;1;0.000127802414;0.000166210838;0.000162138394;;
2021;07;08;15;1;0.000131922153;0.000152483413;0.000169646384;;
2021;07;08;16;1;0.000126687549;0.000144793643;0.000156711033;;
2021;07;08;17;1;0.000123716142;0.000144121010;0.000166378608;;
2021;07;08;18;1;0.000124137153;0.000144418811;0.000136421454;;
2021;07;08;19;1;0.000123762043;0.000139972827;0.000134646041;;
2021;07;08;20;1;0.000122659607;0.000133239174;0.000133269115;;
2021;07;08;21;1;0.000124202464;0.000124711799;0.000132823991;;
2021;07;08;22;1;0.000133900510;0.000118994634;0.000149785305;;
2021;07;08;23;1;0.000141132624;0.000115882458;0.000122817495;;
2021;07;08;24;1;0.000125519717;0.000104625744;0.000098048057;;
2021;07;09;1;1;0.000107922586;0.000097084522;0.000060837135;;
2021;07;09;2;1;0.000091666384;0.000090153150;0.000047989617;;
2021;07;09;3;1;0.000080912366;0.000085483466;0.000034685550;;
2021;07;09;4;1;0.000075349155;0.000083583625;0.000021725040;;
2021;07;09;5;1;0.000072234035;0.000083009379;0.000016658714;;
2021;07;09;6;1;0.000071268236;0.000084952329;0.000028217510;;
2021;07;09;7;1;0.000073491078;0.000090784300;0.000037217186;;
2021;07;09;8;1;0.000078400956;0.000101179512;0.000040904701;;
2021;07;09;9;1;0.000089827205;0.000132492174;0.000071760731;;
2021;07;09;10;1;0.000101457212;0.000152854806;0.000164626572;;
2021;07;09;11;1;0.000110603004;0.000165154317;0.000235855935;;
2021;07;09;12;1;0.000115330929;0.000170975965;0.000215343271;;
2021;07;09;13;1;0.000121328879;0.000175275233;0.000160148111;;
2021;07;09;14;1;0.000131130220;0.000172109086;0.000140721089;;
2021;07;09;15;1;0.000135670257;0.000156713095;0.000173076556;;
2021;07;09;16;1;0.000131132907;0.000145201613;0.000170772431;;
2021;07;09;17;1;0.000128239002;0.000142501139;0.000136441128;;
2021;07;09;18;1;0.000128299599;0.000142133131;0.000146353902;;
2021;07;09;19;1;0.000126801311;0.000138935418;0.000103665757;;
2021;07;09;20;1;0.000124425671;0.000135035259;0.000098568893;;
2021;07;09;21;1;0.000123229017;0.000128585637;0.000087881969;;
2021;07;09;22;1;0.000129514704;0.000124923796;0.000125816808;;
2021;07;09;23;1;0.000135612922;0.000123211855;0.000101564713;;
2021;07;09;24;1;0.000123240816;0.000113387290;0.000097829863;;
2021;07;10;1;1;0.000109576657;0.000106641530;0.000076870330;;
2021;07;10;2;1;0.000094936369;0.000097203157;0.000050236576;;
2021;07;10;3;1;0.000084586599;0.000091174175;0.000030843052;;
2021;07;10;4;1;0.000077961687;0.000088375043;0.000017400502;;
2021;07;10;5;1;0.000074392856;0.000087239342;0.000020517187;;
2021;07;10;6;1;0.000072744288;0.000087699888;0.000027421796;;
2021;07;10;7;1;0.000071858999;0.000088163946;0.000030699637;;
2021;07;10;8;1;0.000071122043;0.000083773910;0.000012734347;;
2021;07;10;9;1;0.000082717955;0.000095492133;0.000018302389;;
2021;07;10;10;1;0.000098866872;0.000110918003;0.000032624648;;
2021;07;10;11;1;0.000112444834;0.000124493147;0.000046342199;;
2021;07;10;12;1;0.000118821782;0.000129638456;0.000053557294;;
2021;07;10;13;1;0.000123688562;0.000133424647;0.000061325349;;
2021;07;10;14;1;0.000132564119;0.000132448755;0.000081438905;;
2021;07;10;15;1;0.000136428520;0.000125448526;0.000096807944;;
2021;07;10;16;1;0.000128886132;0.000121534935;0.000084564460;;
2021;07;10;17;1;0.000123106125;0.000119049281;0.000074303649;;
2021;07;10;18;1;0.000121037784;0.000117768284;0.000060850750;;
2021;07;10;19;1;0.000120414975;0.000118319683;0.000061578173;;
2021;07;10;20;1;0.000119575101;0.000121333135;0.000071194357;;
2021;07;10;21;1;0.000120503047;0.000123385608;0.000084957742;;
2021;07;10;22;1;0.000128909781;0.000125193895;0.000093262494;;
2021;07;10;23;1;0.000135814174;0.000126666993;0.000084883817;;
2021;07;10;24;1;0.000124795067;0.000117390545;0.000063772272;;
2021;07;11;1;1;0.000111284732;0.000109958900;0.000059564327;;
2021;07;11;2;1;0.000097533044;0.000099688672;0.000035614893;;
2021;07;11;3;1;0.000086987042;0.000093408246;0.000037787482;;
2021;07;11;4;1;0.000080062628;0.000090264642;0.000016905150;;
2021;07;11;5;1;0.000075913650;0.000089138146;0.000023274304;;
2021;07;11;6;1;0.000074060022;0.000089480845;0.000035319081;;
2021;07;11;7;1;0.000072292981;0.000087936402;0.000025373294;;
2021;07;11;8;1;0.000069696787;0.000079366966;0.000014636316;;
2021;07;11;9;1;0.000078771773;0.000085222650;0.000023901311;;
2021;07;11;10;1;0.000094038216;0.000093792000;0.000042291182;;
2021;07;11;11;1;0.000108227165;0.000102414118;0.000033265383;;
2021;07;11;12;1;0.000116361324;0.000107233326;0.000057577151;;
2021;07;11;13;1;0.000121611243;0.000111982821;0.000065155029;;
2021;07;11;14;1;0.000129838930;0.000114167548;0.000079099229;;
2021;07;11;15;1;0.000134907006;0.000112847194;0.000075749055;;
2021;07;11;16;1;0.000127758134;0.000110339594;0.000080609427;;
2021;07;11;17;1;0.000122253098;0.000106567831;0.000066675133;;
2021;07;11;18;1;0.000120413385;0.000103158044;0.000062513953;;
2021;07;11;19;1;0.000121224011;0.000102913502;0.000082380051;;
2021;07;11;20;1;0.000122197025;0.000105429820;0.000060569238;;
2021;07;11;21;1;0.000126339165;0.000107885052;0.000073076841;;
2021;07;11;22;1;0.000138009020;0.000113929474;0.000072916904;;
2021;07;11;23;1;0.000146552434;0.000118296290;0.000078701511;;
2021;07;11;24;1;0.000132262814;0.000108863129;0.000057827671;;
2021;07;12;1;1;0.000110187149;0.000095465328;0.000046542701;;
2021;07;12;2;1;0.000092867814;0.000088744833;0.000031708034;;
2021;07;12;3;1;0.000082196331;0.000084728722;0.000023898104;;
2021;07;12;4;1;0.000076483474;0.000083015393;0.000018349580;;
2021;07;12;5;1;0.000073306374;0.000082693929;0.000014236546;;
2021;07;12;6;1;0.000071992650;0.000084558461;0.000031411519;;
2021;07;12;7;1;0.000074165210;0.000091232283;0.000022015933;;
2021;07;12;8;1;0.000078895167;0.000101857687;0.000030640325;;
2021;07;12;9;1;0.000090987029;0.000135650359;0.000084757524;;
2021;07;12;10;1;0.000103048296;0.000156813942;0.000148015790;;
2021;07;12;11;1;0.000112751809;0.000170173340;0.000203149795;;
2021;07;12;12;1;0.000117981199;0.000175509619;0.000204754540;;
2021;07;12;13;1;0.000124292240;0.000179694746;0.000170427501;;
2021;07;12;14;1;0.000135065509;0.000176290667;0.000136040650;;
2021;07;12;15;1;0.000140224756;0.000160700622;0.000156070059;;
2021;07;12;16;1;0.000134285537;0.000152500409;0.000159722413;;
2021;07;12;17;1;0.000130353303;0.000151280209;0.000169800111;;
2021;07;12;18;1;0.000130389494;0.000151991752;0.000154059355;;
2021;07;12;19;1;0.000129378772;0.000147200978;0.000154500946;;
2021;07;12;20;1;0.000127986979;0.000139777707;0.000143042480;;
2021;07;12;21;1;0.000129908033;0.000130115554;0.000163727276;;
2021;07;12;22;1;0.000140778536;0.000123902360;0.000156323305;;
2021;07;12;23;1;0.000148066493;0.000120221463;0.000120283350;;
2021;07;12;24;1;0.000130092932;0.000108021063;0.000085253837;;
2021;07;13;1;1;0.000106356394;0.000093975256;0.000061998489;;
2021;07;13;2;1;0.000089572668;0.000087181058;0.000038300404;;
2021;07;13;3;1;0.000079646915;0.000083297166;0.000033946860;;
2021;07;13;4;1;0.000074264695;0.000081330193;0.000023010928;;
2021;07;13;5;1;0.000071252557;0.000080859438;0.000019045129;;
2021;07;13;6;1;0.000070389725;0.000082824520;0.000020894595;;
2021;07;13;7;1;0.000072704344;0.000088855788;0.000025554060;;
2021;07;13;8;1;0.000077421123;0.000098472175;0.000036981416;;
2021;07;13;9;1;0.000089016381;0.000128751373;0.000073693177;;
2021;07;13;10;1;0.000099917205;0.000148713996;0.000131939267;;
2021;07;13;11;1;0.000108710473;0.000160799005;0.000181342977;;
2021;07;13;12;1;0.000113020552;0.000166498452;0.000181843699;;
2021;07;13;13;1;0.000118693939;0.000170450940;0.000145760516;;
2021;07;13;14;1;0.000128343950;0.000167335251;0.000163254195;;
2021;07;13;15;1;0.000132648794;0.000153596827;0.000170813852;;
2021;07;13;16;1;0.000127201001;0.000145761713;0.000157789483;;
2021;07;13;17;1;0.000124030641;0.000144992585;0.000167523588;;
2021;07;13;18;1;0.000124456737;0.000145294177;0.000137360276;;
2021;07;13;19;1;0.000123938542;0.000140753524;0.000135572645;;
2021;07;13;20;1;0.000122820516;0.000133975485;0.000134186243;;
2021;07;13;21;1;0.000124760690;0.000125568888;0.000133738057;;
2021;07;13;22;1;0.000134540684;0.000119826769;0.000150816095;;
2021;07;13;23;1;0.000141751624;0.000116672790;0.000123662698;;
2021;07;13;24;1;0.000126020277;0.000105321496;0.000098722802;;
2021;07;14;1;1;0.000105624838;0.000093611251;0.000061924011;;
2021;07;14;2;1;0.000089276719;0.000086977930;0.000038254394;;
2021;07;14;3;1;0.000079369310;0.000083096695;0.000033906080;;
2021;07;14;4;1;0.000073848906;0.000081060566;0.000022983285;;
2021;07;14;5;1;0.000071030347;0.000080677837;0.000019022251;;
2021;07;14;6;1;0.000070196667;0.000082652083;0.000020869495;;
2021;07;14;7;1;0.000072661522;0.000088752803;0.000025523362;;
2021;07;14;8;1;0.000077398788;0.000098370642;0.000036936991;;
2021;07;14;9;1;0.000088855200;0.000128534987;0.000073604650;;
2021;07;14;10;1;0.000099635094;0.000148400575;0.000131780770;;
2021;07;14;11;1;0.000108432366;0.000160478350;0.000181125131;;
2021;07;14;12;1;0.000113012529;0.000166341274;0.000181625252;;
2021;07;14;13;1;0.000118996151;0.000170477801;0.000145585415;;
2021;07;14;14;1;0.000128606397;0.000167326678;0.000163058079;;
2021;07;14;15;1;0.000132734720;0.000153498878;0.000170608655;;
2021;07;14;16;1;0.000127354339;0.000145702797;0.000157599932;;
2021;07;14;17;1;0.000124161319;0.000144924415;0.000167322343;;
2021;07;14;18;1;0.000124511938;0.000145188495;0.000137195267;;
2021;07;14;19;1;0.000123845054;0.000140580038;0.000135409783;;
2021;07;14;20;1;0.000122770474;0.000133829965;0.000134025046;;
2021;07;14;21;1;0.000124508234;0.000125346827;0.000133577398;;
2021;07;14;22;1;0.000134503115;0.000119703300;0.000150634920;;
2021;07;14;23;1;0.000141644193;0.000116529037;0.000123514143;;
2021;07;14;24;1;0.000125883796;0.000105177121;0.000098604207;;
2021;07;15;1;1;0.000106147264;0.000094433045;0.000062482378;;
2021;07;15;2;1;0.000089471140;0.000087637155;0.000038599333;;
2021;07;15;3;1;0.000079664104;0.000083781942;0.000034211810;;
2021;07;15;4;1;0.000074397711;0.000081859125;0.000023190525;;
2021;07;15;5;1;0.000071451414;0.000081420392;0.000019193774;;
2021;07;15;6;1;0.000070644160;0.000083428812;0.000021057675;;
2021;07;15;7;1;0.000073070109;0.000089558128;0.000025753505;;
2021;07;15;8;1;0.000077852158;0.000099273293;0.000037270051;;
2021;07;15;9;1;0.000088869417;0.000129402250;0.000074268341;;
2021;07;15;10;1;0.000099562319;0.000149348765;0.000132969034;;
2021;07;15;11;1;0.000108579659;0.000161646539;0.000182758332;;
2021;07;15;12;1;0.000113660005;0.000167859947;0.000183262963;;
2021;07;15;13;1;0.000119656820;0.000172021446;0.000146898155;;
2021;07;15;14;1;0.000129370651;0.000168869311;0.000164528370;;
2021;07;15;15;1;0.000133907428;0.000155102525;0.000172147030;;
2021;07;15;16;1;0.000128733094;0.000147347806;0.000159021007;;
2021;07;15;17;1;0.000125767191;0.000146689462;0.000168831086;;
2021;07;15;18;1;0.000126250272;0.000147019729;0.000138432353;;
2021;07;15;19;1;0.000125391343;0.000142264642;0.000136630770;;
2021;07;15;20;1;0.000124295479;0.000135430528;0.000135233547;;
2021;07;15;21;1;0.000125816134;0.000126744735;0.000134781863;;
2021;07;15;22;1;0.000135765232;0.000120981729;0.000151993192;;
2021;07;15;23;1;0.000143076647;0.000117810647;0.000124627867;;
2021;07;15;24;1;0.000127092630;0.000106310871;0.000099493320;;
2021;07;16;1;1;0.000108994629;0.000098345776;0.000061558644;;
2021;07;16;2;1;0.000092617205;0.000091341412;0.000048558758;;
2021;07;16;3;1;0.000081814411;0.000086638636;0.000035096909;;
2021;07;16;4;1;0.000076057313;0.000084650275;0.000021982692;;
2021;07;16;5;1;0.000073079474;0.000084150841;0.000016856281;;
2021;07;16;6;1;0.000072030933;0.000086083859;0.000028552161;;
2021;07;16;7;1;0.000074278837;0.000091994196;0.000037658569;;
2021;07;16;8;1;0.000078883870;0.000102330578;0.000041389818;;
2021;07;16;9;1;0.000090353019;0.000133983395;0.000072611791;;
2021;07;16;10;1;0.000101737878;0.000154375959;0.000166578991;;
2021;07;16;11;1;0.000111007810;0.000166861154;0.000238653111;;
2021;07;16;12;1;0.000116087792;0.000172953114;0.000217897173;;
2021;07;16;13;1;0.000122299870;0.000177408896;0.000162047417;;
2021;07;16;14;1;0.000132207798;0.000174219499;0.000142389996;;
2021;07;16;15;1;0.000136998933;0.000158739565;0.000175129189;;
2021;07;16;16;1;0.000132500138;0.000147118351;0.000172797738;;
2021;07;16;17;1;0.000129645621;0.000144415086;0.000138059276;;
2021;07;16;18;1;0.000129832891;0.000144101634;0.000148089613;;
2021;07;16;19;1;0.000128290798;0.000140847290;0.000104895200;;
2021;07;16;20;1;0.000125716392;0.000136814733;0.000099737888;;
2021;07;16;21;1;0.000124865635;0.000130439232;0.000088924221;;
2021;07;16;22;1;0.000131101806;0.000126670207;0.000127308955;;
2021;07;16;23;1;0.000137707029;0.000125103411;0.000102769238;;
2021;07;16;24;1;0.000125127336;0.000115121146;0.000098990094;;
2021;07;17;1;1;0.000111217878;0.000108068361;0.000077623155;;
2021;07;17;2;1;0.000096460031;0.000098548106;0.000050728565;;
2021;07;17;3;1;0.000085630885;0.000092291708;0.000031145112;;
2021;07;17;4;1;0.000078959080;0.000089474741;0.000017570913;;
2021;07;17;5;1;0.000075181034;0.000088243340;0.000020718121;;
2021;07;17;6;1;0.000073542769;0.000088723342;0.000027690350;;
2021;07;17;7;1;0.000072639611;0.000089188589;0.000031000292;;
2021;07;17;8;1;0.000071822641;0.000084711271;0.000012859060;;
2021;07;17;9;1;0.000083270460;0.000096432430;0.000018481633;;
2021;07;17;10;1;0.000099422452;0.000111960703;0.000032944156;;
2021;07;17;11;1;0.000113111492;0.000125679536;0.000046796049;;
2021;07;17;12;1;0.000119590498;0.000130903389;0.000054081805;;
2021;07;17;13;1;0.000124701695;0.000134823743;0.000061925936;;
2021;07;17;14;1;0.000133570538;0.000133803835;0.000082236472;;
2021;07;17;15;1;0.000137832052;0.000126876011;0.000097756027;;
2021;07;17;16;1;0.000130299851;0.000122953092;0.000085392637;;
2021;07;17;17;1;0.000124250498;0.000120353588;0.000075031337;;
2021;07;17;18;1;0.000122096774;0.000119031132;0.000061446688;;
2021;07;17;19;1;0.000121275144;0.000119507349;0.000062181236;;
2021;07;17;20;1;0.000120236170;0.000122467085;0.000071891595;;
2021;07;17;21;1;0.000120956005;0.000124445078;0.000085789771;;
2021;07;17;22;1;0.000129183255;0.000126180769;0.000094175854;;
